[N02-CD-PMMA-RT]
[Specimen: 1]
[Channel: 1]

[Calculated Data]

Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s],Voltage Ch1 [mV]
271,5.400000,145.010601,-0.101523,21.036060,3.920542,219.277154
272,5.420000,142.939021,-0.090235,21.114468,3.920274,219.206816
273,5.440000,165.726402,-0.078135,21.192871,3.919972,219.980529
274,5.460000,211.301162,-0.063356,21.271266,3.919561,221.527954
275,5.480000,300.379103,-0.043302,21.349651,3.918932,224.552466
276,5.500000,358.383344,-0.017489,21.428021,3.918066,226.521916
277,5.520000,368.741244,0.010997,21.506372,3.917089,226.873604
278,5.540000,379.099144,0.040286,21.584704,3.916080,227.225291
279,5.560000,437.103385,0.072245,21.663015,3.914960,229.194741
280,5.580000,476.463405,0.108004,21.741301,3.913683,230.531153
281,5.600000,468.177085,0.144968,21.819561,3.912356,230.249803
282,5.620000,323.166484,0.175925,21.897798,3.911276,225.326179
283,5.640000,89.077941,0.192049,21.976018,3.910808,217.378041
284,5.660000,180.227462,0.202580,22.054232,3.910569,220.472891
285,5.680000,157.440082,0.215784,22.132440,3.910221,219.699179
286,5.700000,203.014842,0.229878,22.210641,3.909836,221.246604
287,5.720000,194.728522,0.245428,22.288833,3.909391,220.965254
288,5.740000,39.360020,0.254580,22.367019,3.909210,215.689941
289,5.760000,285.878043,0.267293,22.445200,3.908881,224.060104
290,5.780000,250.661183,0.288264,22.523371,3.908212,222.864366
291,5.800000,472.320245,0.316515,22.601525,3.907243,230.390478
292,5.820000,312.808583,0.347189,22.679660,3.906173,224.974491
293,5.840000,240.303283,0.368792,22.757776,3.905477,222.512679
294,5.860000,269.305403,0.388693,22.835879,3.904852,223.497404
295,5.880000,236.160122,0.408430,22.913970,3.904233,222.372004
296,5.900000,316.951743,0.430022,22.992048,3.903537,225.115166
297,5.920000,203.014842,0.450318,23.070112,3.902895,221.246604
298,5.940000,337.667544,0.471418,23.148163,3.902219,225.818541
299,5.960000,140.867441,0.490091,23.226202,3.901644,219.136479
300,5.980000,290.021203,0.506901,23.304230,3.901145,224.200779
301,6.000000,192.656942,0.525730,23.382247,3.900563,220.894916
302,6.020000,232.016962,0.542293,23.460253,3.900074,222.231329
303,6.040000,232.016962,0.560390,23.538249,3.899522,222.231329
304,6.060000,244.446443,0.578968,23.616234,3.898950,222.653354
305,6.080000,316.951743,0.600855,23.694206,3.898241,225.115166
306,6.100000,248.589603,0.622899,23.772164,3.897525,222.794029
307,6.120000,337.667544,0.645746,23.850107,3.896776,225.818541
308,6.140000,285.878043,0.670042,23.928034,3.895967,224.060104
309,6.160000,391.528624,0.696430,24.005944,3.895071,227.647316
310,6.180000,374.955984,0.726281,24.083835,3.894031,227.084616
311,6.200000,416.387585,0.757092,24.161705,3.892951,228.491366
312,6.220000,362.526504,0.787411,24.239554,3.891892,226.662591
313,6.240000,372.884404,0.816028,24.317382,3.890902,227.014279
314,6.260000,414.316005,0.846653,24.395189,3.889829,228.421029
315,6.280000,366.669664,0.877028,24.472975,3.888766,226.803266
316,6.300000,412.244425,0.907314,24.550740,3.887706,228.350691
317,6.320000,389.457044,0.938477,24.628483,3.886609,227.576979
318,6.340000,401.886525,0.969230,24.706204,3.885530,227.999004
319,6.360000,345.953864,0.998284,24.783905,3.884520,226.099891
320,6.380000,418.459165,1.027973,24.861585,3.883484,228.561704
321,6.400000,372.884404,1.058701,24.939244,3.882404,227.014279
322,6.420000,401.886525,1.088776,25.016881,3.881351,227.999004
323,6.440000,366.669664,1.118603,25.094498,3.880308,226.803266
324,6.460000,335.595964,1.145850,25.172095,3.879371,225.748204
325,6.480000,335.595964,1.171885,25.249673,3.878485,225.748204
326,6.500000,368.741244,1.199199,25.327233,3.877546,226.873604
327,6.520000,389.457044,1.228594,25.404774,3.876519,227.576979
328,6.540000,250.661183,1.253407,25.482296,3.875683,222.864366
329,6.560000,211.301162,1.271310,25.559804,3.875135,221.527954
330,6.580000,184.370622,1.286642,25.637303,3.874693,220.613566
331,6.600000,184.370622,1.300929,25.714792,3.874294,220.613566
332,6.620000,147.082181,1.313769,25.792275,3.873956,219.347491
333,6.640000,39.360020,1.320992,25.869753,3.873852,215.689941
334,6.660000,62.147400,1.324924,25.947230,3.873884,216.463654
335,6.680000,41.431600,1.328937,26.024708,3.873913,215.760279
336,6.700000,99.435841,1.334394,26.102186,3.873882,217.729729
337,6.720000,20.715800,1.339049,26.179664,3.873885,215.056904
338,6.740000,-18.644221,1.339129,26.257144,3.874077,213.720491
339,6.760000,-18.644221,1.337684,26.334628,3.874334,213.720491
340,6.780000,-18.644221,1.336239,26.412117,3.874590,213.720491

[Raw Data]

Point ID,Time [ms],Force [N],Voltage Ch1 [mV]
1,0.000000,6313.140127,214.353529
2,0.020000,6288.281166,213.509479
3,0.040000,6294.495906,213.720491
4,0.060000,6292.424326,213.650154
5,0.080000,6298.639066,213.861166
6,0.100000,6302.782227,214.001841
7,0.120000,6300.710646,213.931504
8,0.140000,6313.140127,214.353529
9,0.160000,6298.639066,213.861166
10,0.180000,6300.710646,213.931504
11,0.200000,6302.782227,214.001841
12,0.220000,6294.495906,213.720491
13,0.240000,6292.424326,213.650154
14,0.260000,6304.853807,214.072179
15,0.280000,6298.639066,213.861166
16,0.300000,6300.710646,213.931504
17,0.320000,6294.495906,213.720491
18,0.340000,6302.782227,214.001841
19,0.360000,6308.996967,214.212854
20,0.380000,6306.925387,214.142516
21,0.400000,6304.853807,214.072179
22,0.420000,6308.996967,214.212854
23,0.440000,6296.567486,213.790829
24,0.460000,6306.925387,214.142516
25,0.480000,6302.782227,214.001841
26,0.500000,6302.782227,214.001841
27,0.520000,6304.853807,214.072179
28,0.540000,6300.710646,213.931504
29,0.560000,6292.424326,213.650154
30,0.580000,6286.209586,213.439141
31,0.600000,6290.352746,213.579816
32,0.620000,6302.782227,214.001841
33,0.640000,6298.639066,213.861166
34,0.660000,6304.853807,214.072179
35,0.680000,6306.925387,214.142516
36,0.700000,6296.567486,213.790829
37,0.720000,6300.710646,213.931504
38,0.740000,6298.639066,213.861166
39,0.760000,6302.782227,214.001841
40,0.780000,6290.352746,213.579816
41,0.800000,6290.352746,213.579816
42,0.820000,6302.782227,214.001841
43,0.840000,6300.710646,213.931504
44,0.860000,6300.710646,213.931504
45,0.880000,6306.925387,214.142516
46,0.900000,6300.710646,213.931504
47,0.920000,6290.352746,213.579816
48,0.940000,6300.710646,213.931504
49,0.960000,6306.925387,214.142516
50,0.980000,6296.567486,213.790829
51,1.000000,6306.925387,214.142516
52,1.020000,6292.424326,213.650154
53,1.040000,6279.994846,213.228129
54,1.060000,6300.710646,213.931504
55,1.080000,6298.639066,213.861166
56,1.100000,6304.853807,214.072179
57,1.120000,6298.639066,213.861166
58,1.140000,6288.281166,213.509479
59,1.160000,6304.853807,214.072179
60,1.180000,6290.352746,213.579816
61,1.200000,6308.996967,214.212854
62,1.220000,6296.567486,213.790829
63,1.240000,6300.710646,213.931504
64,1.260000,6292.424326,213.650154
65,1.280000,6300.710646,213.931504
66,1.300000,6302.782227,214.001841
67,1.320000,6302.782227,214.001841
68,1.340000,6284.138006,213.368804
69,1.360000,6308.996967,214.212854
70,1.380000,6290.352746,213.579816
71,1.400000,6294.495906,213.720491
72,1.420000,6306.925387,214.142516
73,1.440000,6300.710646,213.931504
74,1.460000,6292.424326,213.650154
75,1.480000,6290.352746,213.579816
76,1.500000,6306.925387,214.142516
77,1.520000,6304.853807,214.072179
78,1.540000,6290.352746,213.579816
79,1.560000,6317.283287,214.494204
80,1.580000,6298.639066,213.861166
81,1.600000,6304.853807,214.072179
82,1.620000,6304.853807,214.072179
83,1.640000,6300.710646,213.931504
84,1.660000,6298.639066,213.861166
85,1.680000,6294.495906,213.720491
86,1.700000,6292.424326,213.650154
87,1.720000,6296.567486,213.790829
88,1.740000,6300.710646,213.931504
89,1.760000,6308.996967,214.212854
90,1.780000,6300.710646,213.931504
91,1.800000,6296.567486,213.790829
92,1.820000,6302.782227,214.001841
93,1.840000,6294.495906,213.720491
94,1.860000,6306.925387,214.142516
95,1.880000,6294.495906,213.720491
96,1.900000,6296.567486,213.790829
97,1.920000,6292.424326,213.650154
98,1.940000,6292.424326,213.650154
99,1.960000,6306.925387,214.142516
100,1.980000,6292.424326,213.650154
101,2.000000,6302.782227,214.001841
102,2.020000,6302.782227,214.001841
