[N02-AB-1045HR-0C]
[Specimen: 1]
[Channel: 1]

[Calculated Data]

Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s],Voltage Ch1 [mV]
381,0.760000,1672.573441,9.105124,2.753116,3.593111,13.395702
382,0.762000,2432.043530,9.119872,2.760302,3.592809,19.877094
383,0.764000,3110.348878,9.139783,2.767487,3.592394,25.665818
384,0.766000,3658.210889,9.164097,2.774671,3.591883,30.341326
385,0.768000,4116.211935,9.192019,2.781854,3.591293,34.249952
386,0.770000,4446.668386,9.222768,2.789036,3.590641,37.070100
387,0.772000,4722.048762,9.255686,2.796217,3.589941,39.420223
388,0.774000,4939.454322,9.290367,2.803396,3.589203,41.275583
389,0.776000,5081.492621,9.326330,2.810574,3.588437,42.487752
390,0.778000,5122.074992,9.362941,2.817750,3.587656,42.834086
391,0.780000,5116.277511,9.399669,2.824924,3.586873,42.784610
392,0.782000,5023.517805,9.436035,2.832097,3.586098,41.992989
393,0.784000,4875.682025,9.471531,2.839269,3.585341,40.731344
394,0.786000,4635.086538,9.505627,2.846439,3.584615,38.678079
395,0.788000,4298.832605,9.537648,2.853607,3.583933,35.808455
396,0.790000,3893.008893,9.567005,2.860774,3.583311,32.345115
397,0.792000,3336.450660,9.592909,2.867940,3.582763,27.595393
398,0.794000,2623.360423,9.614260,2.875105,3.582316,21.509811
399,0.796000,1803.016777,9.630116,2.882270,3.581988,14.508918
400,0.798000,887.014684,9.639752,2.889434,3.581797,6.691666
401,0.800000,-49.278594,9.642752,2.896597,3.581751,-1.298752
402,0.802000,-950.786983,9.639170,2.903761,3.581849,-8.992313
